0F1A	0F1F	00
0F20	0F29	02
0F2A	0F33	08
0F34	0F34	00
0F35	0F35	01
0F36	0F36	00
0F37	0F37	01
0F38	0F38	00
0F39	0F39	01
0F3A	0F3F	00
0F40	0F47	10
0F48	0F48	00
0F49	0F6C	10
0F6D	0F70	00
0F71	0F7E	01
0F7F	0F7F	00
0F80	0F84	01
0F85	0F85	00
0F86	0F87	01
0F88	0F8C	10
0F8D	0F97	01
0F98	0F98	00
0F99	0FBC	01
0FBD	0FC5	00
0FC6	0FC6	01
0FC7	0FFF	00
1000	102A	10
102B	102C	00
102D	1030	01
1031	1031	00
1032	1037	01
1038	1038	00
1039	103A	01
103B	103C	00
103D	103E	01
103F	103F	10
1040	1049	02
104A	104F	00
1050	1055	10
1056	1057	00
1058	1059	01
105A	105D	10
105E	1060	01
1061	1061	10
1062	1064	00
1065	1066	10
1067	106D	00
106E	1070	10
1071	1074	01
1075	1081	10
1082	1082	01
1083	1084	00
1085	1086	01
1087	108C	00
108D	108D	01
108E	108E	10
108F	108F	00
1090	1099	02
109A	109C	00
109D	109D	01
109E	109F	00
10A0	10C5	20
10C6	10C6	00
10C7	10C7	20
10C8	10CC	00
10CD	10CD	20
10CE	10CF	00
10D0	10FA	20
10FB	10FB	00
10FC	10FF	20
1100	1248	10
1249	1249	00
124A	124D	10
124E	124F	00
1250	1256	10
1257	1257	00
1258	1258	10
1259	1259	00
125A	125D	10
125E	125F	00
1260	1288	10
1289	1289	00
128A	128D	10
128E	128F	00
1290	12B0	10
12B1	12B1	00
12B2	12B5	10
12B6	12B7	00
12B8	12BE	10
12BF	12BF	00
12C0	12C0	10
12C1	12C1	00
12C2	12C5	10
12C6	12C7	00
12C8	12D6	10
12D7	12D7	00
12D8	1310	10
1311	1311	00
1312	1315	10
1316	1317	00
1318	135A	10
135B	135C	00
135D	135F	01
1360	1368	00
1369	137C	08
137D	137F	00
1380	138F	10
1390	139F	00
13A0	13F5	20
13F6	13F7	00
13F8	13FD	20
13FE	1400	00
1401	166C	10
166D	166E	00
166F	167F	10
1680	1680	00
1681	169A	10
169B	169F	00
16A0	16EA	10
16EB	16ED	00
16EE	16F0	04
16F1	16F8	10
16F9	16FF	00
1700	170C	10
170D	170D	00
170E	1711	10
1712	1714	01
1715	171F	00
1720	1731	10
1732	1734	01
1735	173F	00
1740	1751	10
1752	1753	01
1754	175F	00
1760	176C	10
176D	176D	00
176E	1770	10
1771	1771	00
1772	1773	01
1774	177F	00
1780	17B3	10
17B4	17B5	01
17B6	17B6	00
17B7	17BD	01
17BE	17C5	00
17C6	17C6	01
17C7	17C8	00
17C9	17D3	01
17D4	17D6	00
17D7	17D7	20
17D8	17DB	00
17DC	17DC	10
17DD	17DD	01
17DE	17DF	00
17E0	17E9	02
17EA	17EF	00
17F0	17F9	08
17FA	180A	00
180B	180D	01
180E	180F	00
1810	1819	02
181A	181F	00
1820	1842	10
1843	1843	20
1844	1878	10
1879	187F	00
1880	1884	10
1885	1886	01
1887	18A8	10
18A9	18A9	01
18AA	18AA	10
18AB	18AF	00
18B0	18F5	10
18F6	18FF	00
1900	191E	10
191F	191F	00
1920	1922	01
1923	1926	00
1927	1928	01
1929	1931	00
1932	1932	01
1933	1938	00
1939	193B	01
193C	1945	00
1946	194F	02
1950	196D	10
196E	196F	00
1970	1974	10
1975	197F	00
1980	19AB	10
19AC	19AF	00
19B0	19C9	10
19CA	19CF	00
19D0	19D9	02
19DA	19DA	08
19DB	19FF	00
1A00	1A16	10
1A17	1A18	01
1A19	1A1A	00
1A1B	1A1B	01
1A1C	1A1F	00
1A20	1A54	10
1A55	1A55	00
1A56	1A56	01
1A57	1A57	00
1A58	1A5E	01
1A5F	1A5F	00
1A60	1A60	01
1A61	1A61	00
1A62	1A62	01
1A63	1A64	00
1A65	1A6C	01
1A6D	1A72	00
1A73	1A7C	01
1A7D	1A7E	00
1A7F	1A7F	01
1A80	1A89	02
1A8A	1A8F	00
1A90	1A99	02
1A9A	1AA6	00
1AA7	1AA7	20
1AA8	1AAF	00
1AB0	1ABD	01
1ABE	1ABE	00
1ABF	1AC0	01
1AC1	1AFF	00
1B00	1B03	01
1B04	1B04	00
1B05	1B33	10
1B34	1B34	01
1B35	1B35	00
1B36	1B3A	01
1B3B	1B3B	00
1B3C	1B3C	01
1B3D	1B41	00
1B42	1B42	01
1B43	1B44	00
1B45	1B4B	10
1B4C	1B4F	00
1B50	1B59	02
1B5A	1B6A	00
1B6B	1B73	01
1B74	1B7F	00
1B80	1B81	01
1B82	1B82	00
1B83	1BA0	10
1BA1	1BA1	00
1BA2	1BA5	01
